series,model,run_id,seed,fold,classic_f1,classic_accuracy,classic_precision,classic_recall,trans_f1,trans_accuracy,trans_precision,trans_recall,n_test
lemmatized,LinearSVM,s42_f0,42,0,0.936668011294877,0.9275830258302584,0.918512658227848,0.9555555555555556,0.9384116693679092,0.9298892988929889,0.9241819632881085,0.9530864197530864,2168
lemmatized,LinearSVM,s42_f1,42,1,0.9264173703256936,0.9155514536225196,0.9056603773584906,0.9481481481481482,0.9259259259259259,0.915089986155976,0.9062253743104807,0.9465020576131687,2167
lemmatized,LinearSVM,s42_f2,42,2,0.9307010475423044,0.9206275957544992,0.9116022099447514,0.9506172839506172,0.9393569393569393,0.9312413474850023,0.92914653784219,0.9497942386831276,2167
lemmatized,LinearSVM,s42_f3,42,3,0.930214115781126,0.9187817258883249,0.8974751338944147,0.965432098765432,0.931845356715823,0.9210890632210429,0.9034003091190108,0.9621399176954732,2167
lemmatized,LinearSVM,s42_f4,42,4,0.934242181234964,0.9243193354868482,0.91015625,0.9596375617792422,0.941747572815534,0.9335486848177204,0.9252782193958664,0.9588138385502472,2167
lemmatized,LinearSVM,s43_f0,43,0,0.9350441058540496,0.9252767527675276,0.91164972634871,0.959670781893004,0.9360675512665863,0.926660516605166,0.9150943396226415,0.9580246913580247,2168
lemmatized,LinearSVM,s43_f1,43,1,0.9354709418837676,0.925703737886479,0.91171875,0.9604938271604938,0.9379032258064516,0.9289340101522843,0.9193675889328063,0.9572016460905349,2167
lemmatized,LinearSVM,s43_f2,43,2,0.9222266087643112,0.9090909090909092,0.8861911987860395,0.9613168724279836,0.9295662554715479,0.9183202584217812,0.8998459167950693,0.9613168724279836,2167
lemmatized,LinearSVM,s43_f3,43,3,0.932258064516129,0.9224734656206738,0.9138339920948616,0.951440329218107,0.9378806333739342,0.9293954776188279,0.9254807692307693,0.9506172839506173,2167
lemmatized,LinearSVM,s43_f4,43,4,0.9339278475881636,0.9247808029533918,0.9193934557063048,0.9489291598023064,0.9358398038414385,0.9275496077526535,0.9286293592862936,0.943163097199341,2167
lemmatized,LinearSVM,s44_f0,44,0,0.9276182773958754,0.9174354243542436,0.9117647058823528,0.9440329218106996,0.9348534201954397,0.9261992619926199,0.9250604351329573,0.9448559670781893,2168
lemmatized,LinearSVM,s44_f1,44,1,0.9348260695721712,0.9247808029533918,0.9090202177293936,0.9621399176954732,0.9379532634971797,0.9289340101522843,0.9187056037884768,0.9580246913580247,2167
lemmatized,LinearSVM,s44_f2,44,2,0.9292848581701958,0.9183202584217812,0.9029503105590062,0.9572016460905348,0.9333868378812199,0.9233964005537609,0.9107282693813625,0.9572016460905349,2167
lemmatized,LinearSVM,s44_f3,44,3,0.9351590817559404,0.925703737886479,0.915615141955836,0.9555555555555556,0.9386602098466506,0.9298569450853715,0.9208234362628662,0.9572016460905349,2167
lemmatized,LinearSVM,s44_f4,44,4,0.9307723089235694,0.9201661282879556,0.9050583657587548,0.957990115321252,0.9323126510878323,0.9224734656206738,0.9124605678233438,0.9530477759472817,2167
lemmatized,LinearSVM,s45_f0,45,0,0.9264173703256936,0.915590405904059,0.9056603773584906,0.9481481481481482,0.9287726358148893,0.9183579335793358,0.9086614173228347,0.9497942386831276,2168
lemmatized,LinearSVM,s45_f1,45,1,0.9372485921158488,0.928011075219197,0.916601101494886,0.9588477366255144,0.9413193039255362,0.9330872173511767,0.9259554140127388,0.9572016460905349,2167
lemmatized,LinearSVM,s45_f2,45,2,0.9324215607401448,0.9224734656206738,0.911880409126672,0.9539094650205762,0.9341414141414142,0.9247808029533918,0.9174603174603174,0.951440329218107,2167
lemmatized,LinearSVM,s45_f3,45,3,0.9345047923322684,0.9243193354868482,0.9076803723816912,0.9629629629629628,0.9405144694533762,0.9317028149515459,0.9190887666928516,0.9629629629629629,2167
lemmatized,LinearSVM,s45_f4,45,4,0.9302884615384616,0.919704660821412,0.905616224648986,0.956342668863262,0.9324160259004451,0.9229349330872173,0.9164677804295943,0.9489291598023064,2167
lemmatized,LinearSVM,s46_f0,46,0,0.9245432883240668,0.9123616236162362,0.8933231005372217,0.9580246913580248,0.9301765650080257,0.9197416974169742,0.9075959279561472,0.9539094650205762,2168
lemmatized,LinearSVM,s46_f1,46,1,0.9297685554668796,0.9187817258883249,0.9024012393493416,0.9588477366255144,0.9332797427652733,0.9233964005537609,0.9120188531029065,0.9555555555555556,2167
lemmatized,LinearSVM,s46_f2,46,2,0.935535858178888,0.9261652053530226,0.9163378058405682,0.9555555555555556,0.9399837793998378,0.9317028149515459,0.926458832933653,0.9539094650205762,2167
lemmatized,LinearSVM,s46_f3,46,3,0.9411290322580644,0.9326257498846332,0.9225296442687748,0.9604938271604938,0.9443767762890783,0.9367789570835257,0.9318910256410257,0.9572016460905349,2167
lemmatized,NeuralNet,s42_f0,42,0,0.9151565074135092,0.9049815498154982,0.9159109645507008,0.91440329218107,0.9384116693679092,0.9298892988929889,0.9241819632881085,0.9530864197530864,2168
lemmatized,NeuralNet,s42_f1,42,1,0.9064516129032258,0.8929395477618828,0.8885375494071146,0.9251028806584364,0.9259259259259259,0.915089986155976,0.9062253743104807,0.9465020576131687,2167
lemmatized,NeuralNet,s42_f2,42,2,0.9070814572247236,0.8952468850946008,0.9022801302931596,0.9119341563786008,0.9393569393569393,0.9312413474850023,0.92914653784219,0.9497942386831276,2167
lemmatized,NeuralNet,s42_f3,42,3,0.9200472627018512,0.9063221042916474,0.8821752265861027,0.9613168724279836,0.931845356715823,0.9210890632210429,0.9034003091190108,0.9621399176954732,2167
lemmatized,NeuralNet,s42_f4,42,4,0.9160924199432507,0.904476234425473,0.9018355945730248,0.9308072487644152,0.941747572815534,0.9335486848177204,0.9252782193958664,0.9588138385502472,2167
lemmatized,NeuralNet,s43_f0,43,0,0.9240763296792528,0.9137453874538746,0.9118589743589745,0.9366255144032922,0.9360675512665863,0.926660516605166,0.9150943396226415,0.9580246913580247,2168
lemmatized,NeuralNet,s43_f1,43,1,0.9205324727712788,0.9090909090909092,0.9026898734177216,0.9390946502057612,0.9379032258064516,0.9289340101522843,0.9193675889328063,0.9572016460905349,2167
lemmatized,NeuralNet,s43_f2,43,2,0.917365269461078,0.904476234425473,0.8906976744186047,0.945679012345679,0.9295662554715479,0.9183202584217812,0.8998459167950693,0.9613168724279836,2167
lemmatized,NeuralNet,s43_f3,43,3,0.912280701754386,0.9007844946931242,0.9045307443365695,0.920164609053498,0.9378806333739342,0.9293954776188279,0.9254807692307693,0.9506172839506173,2167
lemmatized,NeuralNet,s43_f4,43,4,0.9203612479474548,0.91047531149054,0.9173486088379704,0.9233937397034596,0.9358398038414385,0.9275496077526535,0.9286293592862936,0.943163097199341,2167
lemmatized,NeuralNet,s44_f0,44,0,0.9119213437115936,0.900830258302583,0.9078303425774876,0.9160493827160494,0.9348534201954397,0.9261992619926199,0.9250604351329573,0.9448559670781893,2168
lemmatized,NeuralNet,s44_f1,44,1,0.9080735411670664,0.89386248269497,0.8826728826728827,0.9349794238683128,0.9379532634971797,0.9289340101522843,0.9187056037884768,0.9580246913580247,2167
lemmatized,NeuralNet,s44_f2,44,2,0.8987494957644211,0.8841716658975542,0.8813291139240507,0.9168724279835392,0.9333868378812199,0.9233964005537609,0.9107282693813625,0.9572016460905349,2167
lemmatized,NeuralNet,s44_f3,44,3,0.9169354838709678,0.9049377018920166,0.8988142292490119,0.9358024691358025,0.9386602098466506,0.9298569450853715,0.9208234362628662,0.9572016460905349,2167
lemmatized,NeuralNet,s44_f4,44,4,0.9086557638611886,0.8943239501615136,0.8808971384377416,0.9382207578253706,0.9323126510878323,0.9224734656206738,0.9124605678233438,0.9530477759472817,2167
lemmatized,NeuralNet,s45_f0,45,0,0.9133986928104576,0.9022140221402214,0.9067315490673156,0.920164609053498,0.9287726358148893,0.9183579335793358,0.9086614173228347,0.9497942386831276,2168
lemmatized,NeuralNet,s45_f1,45,1,0.9178470254957508,0.9063221042916474,0.9028662420382164,0.9333333333333332,0.9413193039255362,0.9330872173511767,0.9259554140127388,0.9572016460905349,2167
lemmatized,NeuralNet,s45_f2,45,2,0.9124797406807132,0.9003230272265805,0.8986432561851556,0.9267489711934156,0.9341414141414142,0.9247808029533918,0.9174603174603174,0.951440329218107,2167
lemmatized,NeuralNet,s45_f3,45,3,0.9093851132686084,0.8966312874942317,0.8941925218774861,0.9251028806584364,0.9405144694533762,0.9317028149515459,0.9190887666928516,0.9629629629629629,2167
lemmatized,NeuralNet,s45_f4,45,4,0.918614020950846,0.906783571758191,0.8990536277602523,0.9390444810543658,0.9324160259004451,0.9229349330872173,0.9164677804295943,0.9489291598023064,2167
lemmatized,NeuralNet,s46_f0,46,0,0.9145129224652088,0.900830258302583,0.8846153846153846,0.9465020576131687,0.9301765650080257,0.9197416974169742,0.9075959279561472,0.9539094650205762,2168
lemmatized,NeuralNet,s46_f1,46,1,0.9083436087135224,0.8970927549607752,0.9072249589490968,0.9094650205761317,0.9332797427652733,0.9233964005537609,0.9120188531029065,0.9555555555555556,2167
lemmatized,NeuralNet,s46_f2,46,2,0.9119086460032626,0.9003230272265805,0.9037995149555376,0.920164609053498,0.9399837793998378,0.9317028149515459,0.926458832933653,0.9539094650205762,2167
lemmatized,NeuralNet,s46_f3,46,3,0.9302325581395348,0.919704660821412,0.9069585613760752,0.9547325102880658,0.9443767762890783,0.9367789570835257,0.9318910256410257,0.9572016460905349,2167
lemmatized,RandomForest,s42_f0,42,0,0.9402681836651768,0.9321955719557196,0.9285714285714286,0.9522633744855968,0.9384116693679092,0.9298892988929889,0.9241819632881085,0.9530864197530864,2168
lemmatized,RandomForest,s42_f1,42,1,0.928600242033078,0.9183202584217812,0.9106012658227848,0.9473251028806584,0.9259259259259259,0.915089986155976,0.9062253743104807,0.9465020576131687,2167
lemmatized,RandomForest,s42_f2,42,2,0.9406952965235174,0.9330872173511768,0.934959349593496,0.9465020576131687,0.9393569393569393,0.9312413474850023,0.92914653784219,0.9497942386831276,2167
lemmatized,RandomForest,s42_f3,42,3,0.9362214199759326,0.9266266728195662,0.9131455399061033,0.9604938271604938,0.931845356715823,0.9210890632210429,0.9034003091190108,0.9621399176954732,2167
lemmatized,RandomForest,s42_f4,42,4,0.9412244897959184,0.9335486848177204,0.9328478964401294,0.9497528830313016,0.941747572815534,0.9335486848177204,0.9252782193958664,0.9588138385502472,2167
lemmatized,RandomForest,s43_f0,43,0,0.9382815651472368,0.9294280442804428,0.9200949367088608,0.9572016460905348,0.9360675512665863,0.926660516605166,0.9150943396226415,0.9580246913580247,2168
lemmatized,RandomForest,s43_f1,43,1,0.9345262301748678,0.925703737886479,0.9236334405144696,0.945679012345679,0.9379032258064516,0.9289340101522843,0.9193675889328063,0.9572016460905349,2167
lemmatized,RandomForest,s43_f2,43,2,0.9291211016605914,0.9192431933548684,0.9146730462519936,0.9440329218106996,0.9295662554715479,0.9183202584217812,0.8998459167950693,0.9613168724279836,2167
lemmatized,RandomForest,s43_f3,43,3,0.9354445797807552,0.9266266728195662,0.9230769230769232,0.9481481481481482,0.9378806333739342,0.9293954776188279,0.9254807692307693,0.9506172839506173,2167
lemmatized,RandomForest,s43_f4,43,4,0.9377559377559378,0.9298569450853716,0.9324104234527688,0.943163097199341,0.9358398038414385,0.9275496077526535,0.9286293592862936,0.943163097199341,2167
lemmatized,RandomForest,s44_f0,44,0,0.9291338582677166,0.9211254612546126,0.9357262103505845,0.922633744855967,0.9348534201954397,0.9261992619926199,0.9250604351329573,0.9448559670781893,2168
lemmatized,RandomForest,s44_f1,44,1,0.9385610347615198,0.9298569450853716,0.9221604447974584,0.9555555555555556,0.9379532634971797,0.9289340101522843,0.9187056037884768,0.9580246913580247,2167
lemmatized,RandomForest,s44_f2,44,2,0.9340305711987128,0.9243193354868482,0.91345397324941,0.9555555555555556,0.9333868378812199,0.9233964005537609,0.9107282693813625,0.9572016460905349,2167
lemmatized,RandomForest,s44_f3,44,3,0.9409385113268608,0.9326257498846332,0.9252187748607796,0.9572016460905348,0.9386602098466506,0.9298569450853715,0.9208234362628662,0.9572016460905349,2167
lemmatized,RandomForest,s44_f4,44,4,0.935327405012126,0.9261652053530226,0.9182539682539682,0.9530477759472816,0.9323126510878323,0.9224734656206738,0.9124605678233438,0.9530477759472817,2167
lemmatized,RandomForest,s45_f0,45,0,0.9316619490497372,0.9220479704797048,0.9157392686804452,0.9481481481481482,0.9287726358148893,0.9183579335793358,0.9086614173228347,0.9497942386831276,2168
lemmatized,RandomForest,s45_f1,45,1,0.9413667610190052,0.9330872173511768,0.9252782193958664,0.9580246913580248,0.9413193039255362,0.9330872173511767,0.9259554140127388,0.9572016460905349,2167
lemmatized,RandomForest,s45_f2,45,2,0.9346938775510204,0.9261652053530226,0.9271255060728744,0.9423868312757202,0.9341414141414142,0.9247808029533918,0.9174603174603174,0.951440329218107,2167
lemmatized,RandomForest,s45_f3,45,3,0.9412711182622688,0.9326257498846332,0.9205350118017308,0.9629629629629628,0.9405144694533762,0.9317028149515459,0.9190887666928516,0.9629629629629629,2167
lemmatized,RandomForest,s45_f4,45,4,0.9323064450749898,0.9229349330872172,0.9177972865123704,0.9472817133443164,0.9324160259004451,0.9229349330872173,0.9164677804295943,0.9489291598023064,2167
lemmatized,RandomForest,s46_f0,46,0,0.9304382790510656,0.9202029520295204,0.9095911949685536,0.9522633744855968,0.9301765650080257,0.9197416974169742,0.9075959279561472,0.9539094650205762,2168
lemmatized,RandomForest,s46_f1,46,1,0.9295889295889296,0.9201661282879556,0.9194847020933976,0.939917695473251,0.9332797427652733,0.9233964005537609,0.9120188531029065,0.9555555555555556,2167
lemmatized,RandomForest,s46_f2,46,2,0.9413680781758956,0.9335486848177204,0.9315068493150684,0.951440329218107,0.9399837793998378,0.9317028149515459,0.926458832933653,0.9539094650205762,2167
lemmatized,RandomForest,s46_f3,46,3,0.9434269434269434,0.9358560221504384,0.9331723027375202,0.9539094650205762,0.9443767762890783,0.9367789570835257,0.9318910256410257,0.9572016460905349,2167
lemmatized,RandomForest,s46_f4,46,4,0.9299311462130416,0.9201661282879556,0.9147410358565736,0.9456342668863262,0.9294639258363563,0.9192431933548685,0.9100236779794791,0.9497528830313015,2167
lemmatized,SVM,s42_f0,42,0,0.934312525499796,0.9257380073800738,0.9263754045307444,0.9423868312757202,0.9384116693679092,0.9298892988929889,0.9241819632881085,0.9530864197530864,2168
lemmatized,SVM,s42_f1,42,1,0.9250101337657072,0.9146285186894324,0.9113418530351438,0.9390946502057612,0.9259259259259259,0.915089986155976,0.9062253743104807,0.9465020576131687,2167
lemmatized,SVM,s42_f2,42,2,0.9340974212034384,0.925703737886479,0.9291530944625408,0.9390946502057612,0.9393569393569393,0.9312413474850023,0.92914653784219,0.9497942386831276,2167
lemmatized,SVM,s42_f3,42,3,0.932378679395386,0.9215505306875864,0.9022324865280984,0.9646090534979423,0.931845356715823,0.9210890632210429,0.9034003091190108,0.9621399176954732,2167
lemmatized,SVM,s42_f4,42,4,0.9390243902439024,0.9307798800184588,0.9269662921348316,0.9514003294892917,0.941747572815534,0.9335486848177204,0.9252782193958664,0.9588138385502472,2167
lemmatized,SVM,s43_f0,43,0,0.9319755600814664,0.9229704797047972,0.9225806451612903,0.9415637860082304,0.9360675512665863,0.926660516605166,0.9150943396226415,0.9580246913580247,2168
lemmatized,SVM,s43_f1,43,1,0.9367909238249594,0.928011075219197,0.922585794094174,0.951440329218107,0.9379032258064516,0.9289340101522843,0.9193675889328063,0.9572016460905349,2167
lemmatized,SVM,s43_f2,43,2,0.9294306335204492,0.9187817258883249,0.9061767005473026,0.9539094650205762,0.9295662554715479,0.9183202584217812,0.8998459167950693,0.9613168724279836,2167
lemmatized,SVM,s43_f3,43,3,0.9319200978393803,0.9229349330872172,0.9232633279483036,0.9407407407407408,0.9378806333739342,0.9293954776188279,0.9254807692307693,0.9506172839506173,2167
lemmatized,SVM,s43_f4,43,4,0.9344729344729344,0.925703737886479,0.9235720032180208,0.9456342668863262,0.9358398038414385,0.9275496077526535,0.9286293592862936,0.943163097199341,2167
lemmatized,SVM,s44_f0,44,0,0.9284253578732108,0.919280442804428,0.9227642276422764,0.934156378600823,0.9348534201954397,0.9261992619926199,0.9250604351329573,0.9448559670781893,2168
lemmatized,SVM,s44_f1,44,1,0.9360323886639677,0.92708814028611,0.9211155378486056,0.951440329218107,0.9379532634971797,0.9289340101522843,0.9187056037884768,0.9580246913580247,2167
lemmatized,SVM,s44_f2,44,2,0.9271255060728744,0.9169358560221504,0.9123505976095616,0.9423868312757202,0.9333868378812199,0.9233964005537609,0.9107282693813625,0.9572016460905349,2167
lemmatized,SVM,s44_f3,44,3,0.9373983739837398,0.9289340101522844,0.9261044176706827,0.9489711934156378,0.9386602098466506,0.9298569450853715,0.9208234362628662,0.9572016460905349,2167
lemmatized,SVM,s44_f4,44,4,0.931945556445156,0.9215505306875864,0.9065420560747663,0.9588138385502472,0.9323126510878323,0.9224734656206738,0.9124605678233438,0.9530477759472817,2167
lemmatized,SVM,s45_f0,45,0,0.929760454730004,0.9202029520295204,0.9174679487179488,0.9423868312757202,0.9287726358148893,0.9183579335793358,0.9086614173228347,0.9497942386831276,2168
lemmatized,SVM,s45_f1,45,1,0.9369149369149368,0.9284725426857406,0.926731078904992,0.9473251028806584,0.9413193039255362,0.9330872173511767,0.9259554140127388,0.9572016460905349,2167
lemmatized,SVM,s45_f2,45,2,0.9329540837058108,0.9238578680203046,0.9213483146067416,0.9448559670781892,0.9341414141414142,0.9247808029533918,0.9174603174603174,0.951440329218107,2167
lemmatized,SVM,s45_f3,45,3,0.9344,0.9243193354868482,0.9089494163424124,0.9613168724279836,0.9405144694533762,0.9317028149515459,0.9190887666928516,0.9629629629629629,2167
lemmatized,SVM,s45_f4,45,4,0.9261962692619627,0.9160129210890632,0.9121405750798722,0.940691927512356,0.9324160259004451,0.9229349330872173,0.9164677804295943,0.9489291598023064,2167
lemmatized,SVM,s46_f0,46,0,0.9243091710052064,0.9128228782287824,0.9001560062402496,0.9497942386831276,0.9301765650080257,0.9197416974169742,0.9075959279561472,0.9539094650205762,2168
lemmatized,SVM,s46_f1,46,1,0.9286871961102108,0.9187817258883249,0.9146049481245012,0.94320987654321,0.9332797427652733,0.9233964005537609,0.9120188531029065,0.9555555555555556,2167
lemmatized,SVM,s46_f2,46,2,0.9359079704190632,0.928011075219197,0.9343724364232978,0.937448559670782,0.9399837793998378,0.9317028149515459,0.926458832933653,0.9539094650205762,2167
lemmatized,SVM,s46_f3,46,3,0.9440842787682334,0.936317489616982,0.9297685554668796,0.9588477366255144,0.9443767762890783,0.9367789570835257,0.9318910256410257,0.9572016460905349,2167
original,LinearSVM,s42_f0,42,0,0.9331184528605962,0.9234317343173432,0.9139700078926598,0.9530864197530864,0.9358094469115866,0.926660516605166,0.9183835182250396,0.9539094650205762,2168
original,LinearSVM,s42_f1,42,1,0.9210526315789472,0.9086294416243654,0.8932714617169374,0.9506172839506172,0.9226452905811623,0.9109367789570835,0.89921875,0.9473251028806584,2167
original,LinearSVM,s42_f2,42,2,0.9325797335486476,0.9229349330872172,0.915213946117274,0.9506172839506172,0.9363083164300203,0.9275496077526535,0.9232,0.9497942386831276,2167
original,LinearSVM,s42_f3,42,3,0.928486764124852,0.9164743885556068,0.8928571428571429,0.9670781893004116,0.9271575613618369,0.915089986155976,0.893211289092296,0.9637860082304527,2167
original,LinearSVM,s42_f4,42,4,0.93370607028754,0.9233964005537608,0.9062015503875968,0.9629324546952224,0.9387096774193548,0.9298569450853715,0.919431279620853,0.9588138385502472,2167
original,LinearSVM,s43_f0,43,0,0.929936305732484,0.918819188191882,0.9005397070161912,0.9613168724279836,0.9342948717948718,0.9243542435424354,0.9102263856362217,0.9596707818930041,2168
original,LinearSVM,s43_f1,43,1,0.932210188527878,0.9220119981541302,0.9092331768388108,0.9563786008230452,0.934136546184739,0.9243193354868482,0.912156862745098,0.9572016460905349,2167
original,LinearSVM,s43_f2,43,2,0.9230769230769232,0.9100138440239964,0.8863636363636364,0.9629629629629628,0.927352123858674,0.9155514536225197,0.8957055214723927,0.9613168724279836,2167
original,LinearSVM,s43_f3,43,3,0.9298034496590454,0.9192431933548684,0.906885758998435,0.9539094650205762,0.9337641357027464,0.9243193354868482,0.9167327517842981,0.951440329218107,2167
original,LinearSVM,s43_f4,43,4,0.93010101010101,0.9201661282879556,0.9127676447264076,0.9481054365733114,0.9309504467912266,0.9215505306875865,0.9182692307692307,0.943986820428336,2167
original,LinearSVM,s44_f0,44,0,0.9267503035208418,0.9165129151291512,0.911624203821656,0.9423868312757202,0.9299311462130417,0.9202029520295203,0.9154704944178629,0.9448559670781893,2168
original,LinearSVM,s44_f1,44,1,0.9304174950298212,0.9192431933548684,0.9,0.9629629629629628,0.9334402566158782,0.9233964005537609,0.910086004691165,0.9580246913580247,2167
original,LinearSVM,s44_f2,44,2,0.9290836653386454,0.9178587909552376,0.9003861003861003,0.959670781893004,0.9312,0.9206275957544993,0.9058365758754864,0.9580246913580247,2167
original,LinearSVM,s44_f3,44,3,0.9361189232623544,0.9266266728195662,0.914442700156986,0.9588477366255144,0.9361189232623544,0.9266266728195662,0.9144427001569859,0.9588477366255144,2167
original,LinearSVM,s44_f4,44,4,0.9307723089235694,0.9201661282879556,0.9050583657587548,0.957990115321252,0.9297470895222802,0.9192431933548685,0.9068128425998434,0.9538714991762768,2167
original,LinearSVM,s45_f0,45,0,0.9228925289652418,0.9109778597785978,0.8967391304347826,0.9506172839506172,0.9265355279004416,0.915590405904059,0.9043887147335423,0.9497942386831276,2168
original,LinearSVM,s45_f1,45,1,0.934242181234964,0.9243193354868482,0.9108678655199376,0.9588477366255144,0.9371980676328503,0.928011075219197,0.91725768321513,0.9580246913580247,2167
original,LinearSVM,s45_f2,45,2,0.9279423538831064,0.9169358560221504,0.9033515198752924,0.9539094650205762,0.9323671497584541,0.9224734656206738,0.9125295508274232,0.9530864197530864,2167
original,LinearSVM,s45_f3,45,3,0.9314194577352471,0.9206275957544992,0.903325599381284,0.9613168724279836,0.935251798561151,0.9252422704199353,0.9090909090909091,0.9629629629629629,2167
